s_no,artist,title,art_movement,museum_venue,country_of_origin,has_text,primary_medium,medium,work_size,date,representation,representation_semi,kinetic,map,map2,spatial_dimension,spatial_dimension2,pl,si,va,te,co,or,sh,reflection,po,li,ar,notes
208,Doug Wheeler,LC 71 NY DZ 13 DW,conceptual,David Zwirner Gallery,1,FALSE,installation,"installation, reinforced fiberglass, flat white titanium dioxide latex, LED light, & DMX control",1958 x 2061 x 556 cm,2013,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,1,5,1,1,1,3,FALSE,0,0,5,"lighting & shaped walls in minimal installation to create spatial effects on the eye, looks misty white as far as you can see, can't tell distance ahead of you, focusing attention on the way light almost imperceptibly changes along the horizon as the earth turns, very hard to understand space"
260,Jeff Elrod,Green Echo,,MoMA,1,FALSE,photography,"photo, digital print",70 x 57 cm,2013,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,0,2,5,0,1,4,FALSE,0,3,5,"out of focus, digital print, blurring, pixelating. The pixellated texture creates an uncertainty of depth & space & of what the shapes are"
261,Eileen Quinlan,Makers,,eileenquinlan.com  and MoMA,1,FALSE,photography,"photo, gelatin silver print",102 x 81 cm,2013,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2,0,2,2,0,4,4,FALSE,5,5,3,"curved repeating lines, abrasion on photograph, constructed photo, what is this about, how are the curved darker lines on top related to the wool pattern"
70,Guillermo Kuitca,Untitled,postminimal,Sperone Westwater,10,FALSE,painting,"painting, oil on canvas",45 x 55 cm,2013,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,1,0,2,5,FALSE,0,0,5,"shape facing in different directions, almost arrows pointing in opposite ways, hard to tell what it is "
44,Fernanda Gomes,Untitled ,postminimal,Tate,13,FALSE,installation,"installation, wood, paint & lacquer",198 x 200 x 10 cm,2013,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,5,2,1,0,0,2,1,FALSE,0,5,5,"blank wall space w/ select lines / shapes, different sizes, what is it? empty space activated inbetween lines. Exact placing of basic elements on the wall in relation to the wall, floor is vital for the sense of what this piece communicates "
311,Michael Krebber ,Untitled (1),,Greene Naftali Gallery and MoMA,5,FALSE,painting,"painting, lacquer on canvas",160 x 120 cm,2013,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,5,5,0,0,3,FALSE,5,5,3,"spray paint, empty space, pixelation, minimal means, sense of shading creates odd space, what is it, how is it made, what are the space & objects depicted"
400,Wafaa Bilal,Market,,LACMA,24,FALSE,photography,"photo, archival inkjet print",104 x 127 cm,2013,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,4,4,4,0,0,0,FALSE,0,3,5,"b&w photograph of a stage set, builds small set & photos, images taken here from 1n invasion of 24, sense of staging, eerie sense from image, uneasyness whether this is real or a tiny set"
179,Alison Turnbull,Ecliptic,,alison-turnbull.com also Tate,9,FALSE,painting,"painting, oil, acrylic & silverpoint on canvas",150 x 230 cm,2013,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,4,4,0,1,3,0,FALSE,5,5,0,"repetition & seriality, drawing circumscribed w/in 2 rectangles, different sizes of dots, some joined by open lines, 2 rectangles, light"
81,Antoni Malinowski ,It's so green outside it is difficult to leave the window,abstraction,Camden Arts Center (Tate also),8,FALSE,painting,"painting, acrylic on glass",30 x 21 x 1 cm,2014,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,5,1,3,2,0,3,1,FALSE,0,5,0,"repetitive marks in specific direction in specific areas, 2 colors, suspended in space by use of glass as support"
270,Pat Steir ,Opacity Velocity,abstraction,Cheim & Read also MoMA,1,FALSE,painting,"painting, oil on canvas",213 x 213 cm,2014,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,4,4,1,0,2,FALSE,0,5,5,"division into 2 parts, poured paint, thinness of paint"
255,Ken Okiishi,gesture/data,conceptual,MoMA,1,FALSE,sculpture,"sculpture, oil & Chroma Key Video, paint on flat-screen televisions, VHS & HD video transferred to .mp4 (color, sound)","2 flat-screen TVs, left video 12:21 min, right 75:13 min",2014,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,4,0,1,2,1,0,3,FALSE,0,5,5,"gestural paint thick line marks on top of moving, flickering TV images below, 2 screens, can't fully see through to dvd below but lines don't cover the whole of the screen"
265,Michele Abeles,B&W #06,conceptual,47 Canal also MoMA,1,FALSE,photography,"photo, digital C Print, UV solvent print",136 x 107 cm,2014,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3,1,0,4,0,0,3,FALSE,0,0,5,"overlayering of in focus, textural film on out of focus geometric ground, 2 layers of space, are colored semi-transparent sheets real or photographed, use of background out of focus"
264,Michael Williams,DAD,,Gladstone Gallery also MoMA,1,TRUE,painting,"painting, inkjet on canvas",198 x 262cm,2014,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,0,2,2,1,0,3,FALSE,0,3,5,"uses digital printouts, often w/ paint, realistic-seeming photoshop popup with choice of save/don't save, shows uncertainty through 3 text options - this, that or that"
103,FranМ¤ois Morellet,Pier and Ocean,minimalism,kamelmennour.com  (also Tate),4,FALSE,installation,"installation, 38 blue argon neon tubes that turn on and off & wooden pier",Variable dimensions - length 150 cm each tube,2014,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,3,1,5,0,1,2,0,FALSE,0,5,5,"lights, turn on and off, different angles, suspended in space and around room, use of specific blue color light - kinetic; if removed the light from this work and switched on the overhead lights, the mystery and strangeness of this work and the space would change"
159,Doris Salcedo,Disremembered I,conceptual, mcachicago.org (also Tate),15,FALSE,sculpture,"sculpture, sewing needles & silk thread",89 МОМФ 55 МОМФ 16 cm,2014,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3,4,0,4,0,4,3,FALSE,0,5,0,"repetition of numerous needles in rows to create fragile, suspended surface, fragility, suspended, gravity, is it sharp, will clothing fall apart?"
271,Wolfgang Tillmans,"still life, Calle Real II",conceptual,David Zwirner Gallery also MoMA,5,TRUE,photography,"photo, inkjet print",82 x 67 cm,2014,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,3,1,2,1,1,4,FALSE,0,5,5,"hard to tell what this is, very close-up or collage, long vertical image, angle, cropping of image, very close still life detail"
399,Dadbeh Bassir,Untitled,,LACMA,23,FALSE,photography,"photo, chromogenic print",53 x 79 cm,2014,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,0,1,1,0,0,4,FALSE,0,3,5,"surrealist notion of putting things in the wrong place, clouds & sky in foreground, curved wobbling look of building above"
58,Robert Holyhead,Untitled (Rift),abstraction,robertholyhead.com (has work in Tate),9,FALSE,painting,"painting, oil on canvas",51 x 36 cm,2014,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,0,2,0,0,2,3,FALSE,0,0,5,"repeated painted shape, doubling, but not quite, ""ordered and едМЭМЏrationalедМЭеќ objects, but located in an uncertain place"
156,Ed Ruscha,Untitled,conceptual,Gagosian also Tate,1,TRUE,painting,"painting, acrylic on canvas",183 МОМФ 315 cm,2015,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,5,3,1,0,0,3,FALSE,0,5,5,"size of words reducing in size and fading, bright light from bottom right,  countdown aspect to painting as well as range in size & value"
252,Richard Aldrich,Flying UFO Flying,,"Bortolami Gallery, also MoMA",1,FALSE,painting,"painting, oil & wax on linen",213 x 147 cm,2015,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,3,2,2,0,0,4,FALSE,5,5,5,"small & large together, part /  quarter of large shape cut off, different sizes, empty space, different transparencies, splatters, textures"
259,Lucas Blalock,The Covered Piano,,Ramen Crucible gallery and MoMA,1,FALSE,photography,"photo, archival inkjet print",188 x 185 cm,2015,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4,1,0,1,0,1,4,FALSE,0,3,5,"deliberately awkwardly photoshopped 'still life' photo, creates strange mashup images w/ parts that are hard to comprehend but are repeated elements from a different photo, combines patterns & objects"
342,Sheila Hicks ,Unfinished Conversation,,SIkkema Jenkins Gallery also MoMA,1,FALSE,painting,"painting, wool, linen, wood, aluminum",105 x 105 cm,2015,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2,1,3,4,0,1,3,FALSE,0,5,5,"half woven & half not, use of one color, 'basic' use of materials, jagged sides of woven horizontal shape, not really a painting, a sculpture or an object, more of a woven piece"
246,Christiane Baumgartner,Strand from Alan Cristea Gallery Twentieth Anniversary Portfolio,,MoMA,5,FALSE,print,"print, woodcut",39 МОМФ 49 cm,2015,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,4,3,4,1,0,1,3,FALSE,0,5,0,"parallel lines, sense of receeding tracks going into space, textural, optical"
214,Jems Robert Koko Bi,'Domino'' Bois de Teck,,"Galerie CМ©cile Fakhoury Abidjan ‰ЫУ 25, http://cecilefakhoury.com/",25,FALSE,sculpture,"sculpture, wood",238 x 260 x 113 cm,2015,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,0,2,0,4,3,FALSE,0,3,5,"leaning over, off balance, hard to know what it is, wood used to convey floppiness"
173,Do Ho Suh,Karma Juggler,,Lehmann Maupin Gallery also Tate,28,TRUE,drawing,"drawing, thread embedded in cotton paper",230 x 322 x 8 cm,2015,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3,2,0,4,0,2,4,FALSE,0,5,0,"suggested movement through parallel curved lines w/ words, made by embedding thread in cotton paper; shape & fading out & use of materials"
248,JosМ© Luis GuerМ_n,The Academy of Muses,,MoMA,34,FALSE,photography,"photo, digital cinema, still",still from 92 mins (film),2015,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,4,1,1,2,0,1,4,TRUE,0,3,5,"film still, distortion of image, maybe combination of 2 images, sense of underwater, layering / reflection of distorted images"
250,Ian McKeever,Eagduru from Alan Cristea Gallery Twentieth Anniversary Portfolio,,MoMA,9,FALSE,print,"print, polymer gravure ",24 x 36 cm,2015,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,3,1,2,3,0,0,4,FALSE,0,3,5,"2 sides, one on right is hard to comprehend, blurry; on left behind a window pane / shadow; how are the 2 sides related"
245,Julie Mehretu,"Epigraph, Damascus",,MoMA,1,FALSE,print,"print, photogravure & aquatint on six panels (twelve sheets)",217 МОМФ 87 cm (each panel),2016,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,4,4,4,2,0,1,4,FALSE,0,5,3,"one of the series; thicker marks overlaid on sharp, precise architectural lines, indeterminate, hard to tell what this is & what the space is"
404,Jitish Kallat,Wind Study,,artradarjournal.com,22,TRUE,drawing,"drawing, burnt adhesive & graphite on 22n handmade paper",170 x 114 cm,2016,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,2,4,0,1,1,FALSE,3,5,5,"burnt adhesive & graphite on handmade paper, texture & tones of burnt lines, space created by angle of those lines joined to points which almost form architecture w/in which parts of unknown layers burnt, burning is partly out of his control, "
304,Sue Williams,Chicken Leg in Yellow,,303 Gallery also MoMA,1,FALSE,painting,"painting, oil on canvas",178 x 203 cm,2017,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2,3,0,1,1,4,4,FALSE,3,5,5,"all over, all directions, spillage, orientation, almost chaos, semi- representational, ranging from splotches to tiny odd drawings, different sizes, unfixed space, unmoored images, what is going on"
215,YМ©anzi,"Section 1, Les pМ©troliers series",,"Galerie CМ©cile Fakhoury Abidjan ‰ЫУ 25, http://cecilefakhoury.com/",25,FALSE,painting,"painting, mixed media on silk-screen printed fabric",96 x 125 cm,2017,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,2,1,3,0,0,3,FALSE,5,0,5,scattered semi-abstract points making image on light 2-color ground
379,Odilon Redon ,Apparition in the Window,,MoMA,4,FALSE,drawing,"drawing, charcoal & chalk on paper",46 x 31 cm, 1892,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,3,5,2,0,0,0,FALSE,0,5,5,"lighter to denote apparition, charcoal for darker window edge, texture marks w/ charcoal, chalk for much lighter drawing, landscape & large figure, to suggest what might be there; symbolist painter"
351,Joseph Cornell,Untitled (Dieppe),,MoMA,1,TRUE,sculpture,"sculpture, mixed media: wood box w/ glass over painted background containing corkball, metal rods, metal bracelet, nails, & stamp, w/ book pages on reverse",20 x 32 x 10 cm, 1958,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2,1,0,1,0,0,4,FALSE,0,5,5,"едМЭМЏshadow boxes become poetic theater or settings wherein are metamorphosed the elements of a childhood pastime. The fragile, shimmering globules become the shimmering but more enduring planetsедМЭМТa connotation of moon and tidesедМЭМТthe association of water less subtle, as when driftwood pieces make up a proscenium to set off the dazzling white of sea foam and billowy cloud crystallized in a pipe of fancy.едМЭеќ  Among the earliest examples of assemblage; surrealist, unexpected juxtapositions, here ball on rails & suspended circle w/ empty space, hard to fathom"
321,Alan Saret ,Untitled,,James Cohan Gallery also MoMA,1,FALSE,sculpture,"sculpture, tin coated copper wire",105 x 31 x 28 cm, 1975,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,4,4,4,3,0,4,4,FALSE,0,5,0,"abstract, suspended, lightweight, partially see-through, different weights of wire, delicacy & suggestion & searching quality to this work"
231,TomМБs Hiepes,Landscape with a Vine,representation,Prado Museum,34,FALSE,painting,"painting, oil on canvas",67 x 90 cm,1645,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3,5,0,1,1,0,4,FALSE,0,5,5,"relative size of grapes and leaves against tree/landscape, slightly surrealist air, hard to comprehend what things are, foreground, background because of sizes in relation to space"
232,Giandomenico Tiepolo,"The Mondo Nuovo, 2nd painting P7805",representation,Prado Museum,6,FALSE,painting,"painting, oil on canvas",34 x 58 cm,1765,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,1,1,0,1,0,3,FALSE,0,3,5,"2nd of two paintings (P7805), line of figures w/ back to viewer, interesting with so many back views of people, what is going on, what is everyone looking at"
388,Joseph Mallord William Turner,"Norham Castle, Sunrise",,Tate Gallery,9,FALSE,painting,"painting, oil on canvas",91 x 122 cm,1845,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,4,4,3,0,1,FALSE,0,0,5,"light colors, no sharp edges, tones, colors meld into each other, lumiosity, uncertain where things are in space, light ethereal space, paint marks evident on surface of painting, closeup this looks more like abstract paint marks"
390,Jacques-AndrМ© Boiffard,Untitled (Still Life),surrealism,artnet,4,FALSE,photography,"photo, gelatin silver print",28 x 24 cm,1930,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,0,4,1,0,1,3,FALSE,0,3,5,"isolated objects, comb standing on back w/ line shadow, objects in undefined space, hard to understand the space, odd viewpoint / angle, odd shadows, brighter oval lighted area, what is in the foreground"
365,Harold E. Edgerton,Milk Drop,,MoMA,1,FALSE,photography,"photo, gelatin silver print",24.3 x 19.4 cm,1936,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,1,2,0,0,0,4,FALSE,5,0,5,"combined high-tech strobe lights w/ camera shutter motors to capture moments, movement in time that eye can't perceive; milk drops caught in mid-air, uncertainty of what it is & how it has been done"
393,Daniel Dezeuze,Le tableau serait-il un artefact parmi d‰ЫЄautres ?,supports/surfaces,Marseille-MМ©diterranМ©e School of Art and Design ,4,FALSE,installation,"installation, mixed media","wall installation, along one wall",1970,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,1,0,1,0,4,3,FALSE,3,5,3,"cleaning objects out of context, sticks w/ household objects, all with stick down & cleaning device up on wall, abject to some extent, are some made & some found? Several sticks are flimsy, bend, leant vertically against the wall, probably from gathering devices series"
219,V. Viswanadhan,no title on website,,"Cholamandal Artists' Village, Madras",22,FALSE,print,"print,",,1970,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,0,3,4,0,1,0,FALSE,3,5,0,"incomplete lines & areas, textural quality & fading out of elements"
220,V. Arnawaz,no title on website,,"Cholamandal Artists' Village, Madras",22,FALSE,painting,"painting,",,1970,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,4,0,2,0,4,FALSE,3,5,0,"abstract & semi-representational, all over, milky, fading quality and hard to assess what the shapes are"
221,S. Nandagopal,The Hunt,,"Cholamandal Artists' Village, Madras",22,FALSE,sculpture,"sculpture, copper & brass welded",90 cm high,1970,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,4,0,0,0,0,4,2,FALSE,0,5,5,"movement created using gestures, figures at angles, balancing, imbalance, sense of falling figure. Note better image: https://www.sahapedia.org/s-nandagopal-sculptures#lg=1&slide=44"
222,S.Paramasivam,no title on website,,"Cholamandal Artists' Village, Madras",22,FALSE,sculpture,"sculpture,",,1970,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,5,2,0,0,0,0,3,FALSE,0,0,5,"balancing 2 triangles on top of 2 columns, different in shape than below, very thin connection between shapes"
332,Nasreen Mohamedi ,Untitled,,MoMA,22,FALSE,drawing,"drawing, pencil & ink on graph paper",18 x 18 cm,1977,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,4,1,0,3,0,FALSE,0,5,0,"parallel, angled, differences in repetition, layering of systems, on gridded paper, light marks against light grid w/ some darker lines, lightness of touch, layering of lines at 2 angles & horizontal"
324,Fred Sandback,"Untitled (Fourth of Ten Corner Constructions, Sculptural Study, Yellow Version)",,David Zwirner also MoMA,1,FALSE,sculpture,"sculpture, gold acrylic yarn",247 x 78 x 178 cm,1981,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,5,3,2,2,1,2,2,FALSE,0,5,0,"placing of parallel lines across a corner to convey sense of an outlined space, openness of space described by yarn, position off the ground & across the corner"
241,Fabrianne Peterson Nampitjinpa,Damper Seed,,japingkaaboriginalart.com,11,FALSE,painting,"painting, acrylic on canvas",90 x 75 cm,1990,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,0,4,1,1,0,0,FALSE,5,0,0,"pattern from / towards center made w/ repeated dots & changing values, use of dots & fading out, movement"
242,Gloria Petyarre,Bush Medicine Leaves,,japingkaaboriginalart.com,11,FALSE,painting,"painting, acrylic on linen",90 x 60 cm,1990-2010,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,0,3,0,1,4,0,FALSE,0,5,0,curved parallel thick short lines creating surface movement
244,Sonya Kelliher-Combs,drawing title unknown,,sonyakellihercombs.com/,1,FALSE,drawing,"drawing,",,2000,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4,0,4,3,0,0,0,FALSE,0,5,3,may be not uncertainty but interesting coverage of part of image w/ semi-transparent paper (or drawing on back of paper) to suggest larger area
243,Samantha Hobson,Wave Burst,,japingkaaboriginalart.com,11,FALSE,painting,"painting, acrylic on linen",102 x 78 cm,2000-2010,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,0,0,3,2,2,4,FALSE,0,5,0,"acrylic, parallel thin lines as if viscous surface, particular curves of lines, changing color & sense of horizontal & vertical, moves eye around"
